medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
8/2/2024,Gold Medal,1,HUANG Ya Qiong,Female,China,CHN,China,ZHENG Si Wei / HUANG Ya Qiong,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,2/28/1994,1913432
8/2/2024,Silver Medal,2,KIM Won Ho,Male,Korea,KOR,Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,6/2/1999,1891507
8/2/2024,Silver Medal,2,JEONG Na Eun,Female,Korea,KOR,Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,6/27/2000,1891502
8/2/2024,Bronze Medal,3,WATANABE Yuta,Male,Japan,JPN,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,6/13/1997,1541614
8/2/2024,Bronze Medal,3,HIGASHINO Arisa,Female,Japan,JPN,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,8/1/1996,1541619
8/2/2024,Gold Medal,1,LONG Daoyi,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,3/6/2003,1901551
8/2/2024,Gold Medal,1,WANG Zongyuan,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,10/24/2001,1901549
8/2/2024,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,9/1/1998,1536197
8/2/2024,Silver Medal,2,OLVERA IBARRA Osmar,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,6/5/2004,1535349
8/2/2024,Bronze Medal,3,HARDING Anthony,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,6/30/2000,1900840
8/2/2024,Bronze Medal,3,LAUGHER Jack,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,1/30/1995,1900848
8/2/2024,Gold Medal,1,BRASH Scott,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,11/23/1985,1970891
8/2/2024,Gold Medal,1,CHARLES Harry,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,7/15/1999,1970896
8/2/2024,Gold Medal,1,MAHER Ben,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1/30/1983,1979168
8/2/2024,Gold Medal,1,STOCKDALE Joseph,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,10/18/1999,1970925
8/2/2024,Silver Medal,2,WARD McLain,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,10/17/1975,1951875
8/2/2024,Silver Medal,2,FARRINGTON Kent,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,12/28/1980,1951819
8/2/2024,Silver Medal,2,KRAUT Laura,Female,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,11/14/1965,1951840
8/2/2024,Silver Medal,2,COOK Karl,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,12/25/1990,1951802
8/2/2024,Bronze Medal,3,,,,,,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,,1899865
8/2/2024,Bronze Medal,3,DELESTRE Simon,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,6/21/1981,1899843
8/2/2024,Bronze Medal,3,EPAILLARD Julien,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,7/24/1977,1899845
8/2/2024,Bronze Medal,3,PERREAU Olivier,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,6/23/1986,1899856
8/2/2024,Gold Medal,1,SIKLOSI Gergely,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,9/4/1997,1946450
8/2/2024,Gold Medal,1,KOCH Mate Tamas,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,9/17/1999,1946370
8/2/2024,Gold Medal,1,ANDRASFI Tibor,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,12/10/1999,1946278
8/2/2024,Gold Medal,1,NAGY David,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,7/14/1999,1946379
8/2/2024,Silver Medal,2,KANO Koki,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,12/19/1997,1896548
8/2/2024,Silver Medal,2,MINOBE Kazuyasu,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,7/15/1987,1896554
8/2/2024,Silver Medal,2,YAMADA Masaru,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,6/14/1994,1896549
8/2/2024,Silver Medal,2,KOMATA Akira,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1/31/1998,1896538
8/2/2024,Bronze Medal,3,BERAN Jiri,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,1/18/1982,1914523
8/2/2024,Bronze Medal,3,JURKA Jakub,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,6/13/1999,1914535
8/2/2024,Bronze Medal,3,RUBES Martin,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,9/16/1996,1914540
8/2/2024,Bronze Medal,3,CUPR Michal,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,12/23/1991,1914531
8/2/2024,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,11/23/1996,1543322
8/2/2024,Gold Medal,1,O DONOVAN Paul,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,4/19/1994,1572444
8/2/2024,Silver Medal,2,OPPO Stefano,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,9/12/1994,1547870
8/2/2024,Silver Medal,2,SOARES Gabriel,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1/22/1997,1547873
8/2/2024,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,3/18/1999,1977132
8/2/2024,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,11/25/2000,1977153
8/2/2024,Gold Medal,1,CRAIG Emily,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,11/30/1992,1901048
8/2/2024,Gold Medal,1,GRANT Imogen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,2/26/1996,1901071
8/2/2024,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,5/21/1995,1550661
8/2/2024,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1/3/1995,1550384
8/2/2024,Bronze Medal,3,KONTOU Dimitra,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,9/23/2005,1977101
8/2/2024,Bronze Medal,3,FITSIOU Zoi,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,9/14/1995,1977159
8/2/2024,Gold Medal,1,SINKOVIC Martin,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,11/10/1989,1916685
8/2/2024,Gold Medal,1,SINKOVIC Valent,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,8/2/1988,1921490
8/2/2024,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,5/29/1994,1901101
8/2/2024,Silver Medal,2,GEORGE Tom,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,9/22/1994,1901066
8/2/2024,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,9/22/1993,1977804
8/2/2024,Bronze Medal,3,GULICH Andrin,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,3/9/1999,1976556
8/2/2024,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,7/17/1995,1965559
8/2/2024,Gold Medal,1,MEESTER Veronique,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,4/7/1995,1965556
8/2/2024,Silver Medal,2,VRINCEANU Ioana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,3/7/1994,1550789
8/2/2024,Silver Medal,2,ANGHEL Roxana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1/1/1998,1550289
8/2/2024,Bronze Medal,3,MORRISON Jess,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,5/18/1992,1945670
8/2/2024,Bronze Medal,3,McINTYRE Annabelle,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,9/12/1996,1945644
8/2/2024,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,12/25/1993,1959270
8/2/2024,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,5/23/1994,1959294
8/2/2024,Silver Medal,2,McHARDIE Isaac,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,7/6/1997,1918833
8/2/2024,Silver Medal,2,McKENZIE William,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,2/19/1997,1918834
8/2/2024,Bronze Medal,3,BARROWS Ian,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1/14/1995,1950366
8/2/2024,Bronze Medal,3,HENKEN Hans,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,6/4/1992,1950381
8/2/2024,Gold Medal,1,van AANHOLT Odile,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1/14/1998,1970495
8/2/2024,Gold Medal,1,DUETZ Annette,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,6/29/1993,1970514
8/2/2024,Silver Medal,2,BOBECK Vilma,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1/5/1998,1564653
8/2/2024,Silver Medal,2,NETZLER Rebecca,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,7/22/1995,1564657
8/2/2024,Bronze Medal,3,STEYAERT Sarah,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,11/27/1986,1559558
8/2/2024,Bronze Medal,3,PICON Charline,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,12/23/1984,1559559
8/2/2024,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,5/10/1996,1901342
8/2/2024,Gold Medal,1,MACHAC Tomas,Male,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,10/13/2000,1901333
8/2/2024,Silver Medal,2,WANG Xinyu,Female,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,9/26/2001,1927719
8/2/2024,Silver Medal,2,ZHANG Zhizhen,Male,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,10/16/1996,1927704
8/2/2024,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,4/1/1992,1972627
8/2/2024,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,8/8/2000,1972646
8/3/2024,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,5/13/2003,1972116
8/3/2024,Gold Medal,1,OMALLA Eugene,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,10/5/2000,1972234
8/3/2024,Gold Medal,1,BOL Femke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2/23/2000,1972078
8/3/2024,Gold Medal,1,KLAVER Lieke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,8/20/1998,1972115
8/3/2024,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,11/6/1996,1972240
8/3/2024,Gold Medal,1,,,,,,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,,1972077
8/3/2024,Silver Medal,2,DEADMON Bryce,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,3/26/1997,1960590
8/3/2024,Silver Medal,2,NORWOOD Vernon,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,4/10/1992,1960111
8/3/2024,Silver Medal,2,WILSON Quincy,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1/8/2008,4979564
8/3/2024,Silver Medal,2,BROWN Kaylyn,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,12/31/2004,1960650
8/3/2024,Silver Medal,2,LITTLE Shamier,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,3/20/1995,1960179
8/3/2024,Silver Medal,2,WHITTAKER Isabella,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2/15/2002,4979557
8/3/2024,Bronze Medal,3,DAVEY Lewis,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,10/24/2000,1924406
8/3/2024,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,7/28/1999,1924426
8/3/2024,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,9/10/1999,1956844
8/3/2024,Bronze Medal,3,REARDON Samuel,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,10/30/2003,1956853
8/3/2024,Bronze Medal,3,ANNING Amber,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,11/18/2000,1924383
8/3/2024,Bronze Medal,3,KELLY Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,12/20/2000,1956846
8/3/2024,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,3/13/1996,1924464
8/3/2024,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,9/28/1993,1924506
8/3/2024,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,8/11/1997,1924509
8/3/2024,Gold Medal,1,CHEN Qing Chen,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,6/23/1997,1913438
8/3/2024,Gold Medal,1,JIA Yi Fan,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,6/29/1997,1913439
8/3/2024,Silver Medal,2,LIU Sheng Shu,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,4/8/2004,1913441
8/3/2024,Silver Medal,2,TAN Ning,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,4/3/2003,1913442
8/3/2024,Bronze Medal,3,MATSUYAMA Nami,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,6/28/1998,1541630
8/3/2024,Bronze Medal,3,SHIDA Chiharu,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,4/29/1997,1541629
8/3/2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,2/16/1986,1914905
8/3/2024,Gold Medal,1,WANDRES Frederic,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,3/25/1987,1914936
8/3/2024,Gold Medal,1,WERTH Isabell,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,7/21/1969,1914909
8/3/2024,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/14/1994,1914907
8/3/2024,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,6/1/1990,1892359
8/3/2024,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1/2/1992,1892363
8/3/2024,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/8/1993,1892358
8/3/2024,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/23/1992,1892364
8/3/2024,Bronze Medal,3,FRY Charlotte,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,2/11/1996,1970905
8/3/2024,Bronze Medal,3,HESTER Carl,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,6/29/1967,1970910
8/3/2024,Bronze Medal,3,MOODY Becky,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,3/16/1980,1970921
8/3/2024,Bronze Medal,3,GOULD Andrew,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,5/21/1980,1970907
8/3/2024,Gold Medal,1,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,9/4/1990,1897644
8/3/2024,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,4/24/1993,1897638
